IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
65.0.27.58,2087,0,false,ORD,North America,Chicago,56,0.00
43.204.108.30,2053,0,false,ORD,North America,Chicago,56,0.00
65.0.27.58,8880,0,false,ORD,North America,Chicago,56,0.00
3.7.254.196,2087,80,false,ORD,North America,Chicago,56,0.00
35.154.136.2,8443,0,false,ORD,North America,Chicago,56,0.00
43.204.143.8,8443,0,false,ORD,North America,Chicago,56,0.00
43.204.108.30,2095,0,false,ORD,North America,Chicago,56,0.00
65.0.179.206,8443,0,false,ORD,North America,Chicago,56,0.00
35.154.136.2,2053,0,false,ORD,North America,Chicago,56,0.00
15.206.178.119,8443,0,false,ORD,North America,Chicago,56,0.00
43.204.143.8,8880,0,false,ORD,North America,Chicago,56,0.00
15.207.98.46,2053,0,false,ORD,North America,Chicago,56,0.00
52.66.238.46,80,0,false,ORD,North America,Chicago,56,0.00
3.7.55.1,8443,0,false,ORD,North America,Chicago,56,0.00
3.110.50.34,443,0,false,ORD,North America,Chicago,56,0.00
15.207.98.46,2087,0,false,ORD,North America,Chicago,56,0.00
65.0.11.187,443,80,false,ORD,North America,Chicago,56,0.00
15.207.98.46,2083,0,false,ORD,North America,Chicago,56,0.00
43.204.143.8,2053,0,false,ORD,North America,Chicago,56,0.00
65.0.125.28,8880,0,false,ORD,North America,Chicago,56,0.00
3.108.53.159,2052,0,false,ORD,North America,Chicago,56,0.00
3.7.55.1,80,0,false,ORD,North America,Chicago,56,0.00
52.66.238.46,2052,0,false,ORD,North America,Chicago,56,0.00
35.154.136.2,8880,0,false,ORD,North America,Chicago,56,0.00
43.204.143.8,2082,0,false,ORD,North America,Chicago,56,0.00
35.154.136.2,443,0,false,ORD,North America,Chicago,56,0.00
35.154.136.2,2082,0,false,ORD,North America,Chicago,56,0.00
13.127.209.176,2087,0,false,ORD,North America,Chicago,57,0.00
65.0.125.28,80,0,false,ORD,North America,Chicago,57,0.00
43.204.143.8,2052,0,false,ORD,North America,Chicago,57,0.00
52.66.94.170,443,0,false,ORD,North America,Chicago,57,0.00
52.66.94.170,2087,0,false,ORD,North America,Chicago,57,0.00
52.66.238.46,2096,0,false,ORD,North America,Chicago,57,0.00
3.110.50.34,8880,0,false,ORD,North America,Chicago,57,0.00
52.66.94.170,80,0,false,ORD,North America,Chicago,57,0.00
52.66.94.170,2096,0,false,ORD,North America,Chicago,57,0.00
52.66.238.46,443,0,false,ORD,North America,Chicago,58,0.00
52.66.238.46,8080,0,false,ORD,North America,Chicago,58,0.00
52.66.94.170,8080,0,false,ORD,North America,Chicago,58,0.00
65.0.179.206,8880,0,false,ORD,North America,Chicago,58,0.00
3.108.53.159,80,0,false,ORD,North America,Chicago,58,0.00
3.108.53.159,8443,0,false,ORD,North America,Chicago,58,0.00
3.108.53.159,2096,0,false,ORD,North America,Chicago,58,0.00
3.108.53.159,2083,0,false,ORD,North America,Chicago,58,0.00
3.108.53.159,2086,0,false,ORD,North America,Chicago,59,0.00
65.0.125.28,2052,0,false,ORD,North America,Chicago,59,0.00
13.232.75.216,80,0,false,ORD,North America,Chicago,60,0.00
65.0.179.206,443,0,false,ORD,North America,Chicago,60,0.00
43.204.108.30,2096,0,false,ORD,North America,Chicago,61,0.00
15.207.98.46,80,0,false,ORD,North America,Chicago,61,0.00
43.204.108.30,2082,0,false,ORD,North America,Chicago,61,0.00
15.206.178.119,443,0,false,ORD,North America,Chicago,61,0.00
43.204.143.8,2086,0,false,ORD,North America,Chicago,61,0.00
43.204.108.30,80,0,false,ORD,North America,Chicago,61,0.00
65.0.27.58,2083,0,false,ORD,North America,Chicago,61,0.00
65.0.27.58,443,0,false,ORD,North America,Chicago,61,0.00
43.204.108.30,2052,0,false,ORD,North America,Chicago,61,0.00
65.0.179.206,8080,0,false,ORD,North America,Chicago,61,0.00
13.127.76.46,2053,0,false,ORD,North America,Chicago,61,0.00
43.204.108.30,2087,0,false,ORD,North America,Chicago,61,0.00
35.154.136.2,2083,0,false,ORD,North America,Chicago,61,0.00
15.206.178.119,8080,0,false,ORD,North America,Chicago,61,0.00
3.7.55.1,2052,0,false,ORD,North America,Chicago,61,0.00
43.204.108.30,2086,0,false,ORD,North America,Chicago,61,0.00
3.7.55.1,2087,0,false,ORD,North America,Chicago,61,0.00
65.0.125.28,2086,0,false,ORD,North America,Chicago,61,0.00
35.154.136.2,2087,0,false,ORD,North America,Chicago,61,0.00
65.0.179.206,2083,0,false,ORD,North America,Chicago,61,0.00
52.66.94.170,8443,0,false,ORD,North America,Chicago,61,0.00
3.7.254.172,80,0,false,ORD,North America,Chicago,61,0.00
35.154.136.2,2052,0,false,ORD,North America,Chicago,61,0.00
65.0.125.28,443,0,false,ORD,North America,Chicago,61,0.00
52.66.94.170,2083,0,false,ORD,North America,Chicago,61,0.00
65.0.27.58,8443,0,false,ORD,North America,Chicago,61,0.00
65.0.125.28,2087,0,false,ORD,North America,Chicago,61,0.00
65.0.179.206,2096,0,false,ORD,North America,Chicago,61,0.00
52.66.238.46,2087,0,false,ORD,North America,Chicago,61,0.00
65.0.125.28,2083,0,false,ORD,North America,Chicago,61,0.00
65.0.179.206,2082,0,false,ORD,North America,Chicago,61,0.00
52.66.94.170,2086,0,false,ORD,North America,Chicago,61,0.00
52.66.238.46,8443,0,false,ORD,North America,Chicago,61,0.00
52.66.94.170,2095,0,false,ORD,North America,Chicago,61,0.00
13.201.93.74,2083,0,false,ORD,North America,Chicago,61,0.00
65.0.125.28,8443,0,false,ORD,North America,Chicago,61,0.00
65.0.11.187,8443,80,false,ORD,North America,Chicago,61,0.00
15.206.178.119,2086,0,false,ORD,North America,Chicago,61,0.00
52.66.238.46,2086,0,false,ORD,North America,Chicago,62,0.00
52.66.94.170,2052,0,false,ORD,North America,Chicago,62,0.00
3.110.50.34,2083,0,false,ORD,North America,Chicago,62,0.00
52.66.94.170,2053,0,false,ORD,North America,Chicago,62,0.00
13.201.93.74,2052,0,false,ORD,North America,Chicago,63,0.00
65.0.125.28,2096,0,false,ORD,North America,Chicago,63,0.00
3.108.53.159,8880,0,false,ORD,North America,Chicago,63,0.00
3.108.53.159,443,0,false,ORD,North America,Chicago,63,0.00
13.201.93.74,2053,0,false,ORD,North America,Chicago,63,0.00
13.127.76.46,8080,0,false,ORD,North America,Chicago,65,0.00
43.201.254.71,2095,0,false,ORD,North America,Chicago,66,0.00
43.201.254.71,8880,0,false,ORD,North America,Chicago,66,0.00
54.180.137.170,2087,0,false,ORD,North America,Chicago,66,0.00
13.114.33.101,2083,0,false,ORD,North America,Chicago,66,0.00
13.114.5.142,2086,0,false,ORD,North America,Chicago,66,0.00
52.198.179.148,8880,0,false,ORD,North America,Chicago,66,0.00
3.39.235.191,2082,0,false,ORD,North America,Chicago,66,0.00
13.232.75.216,8080,0,false,ORD,North America,Chicago,66,0.00
3.35.13.239,8443,0,false,ORD,North America,Chicago,66,0.00
3.35.51.228,80,0,false,ORD,North America,Chicago,66,0.00
13.124.32.1,2052,0,false,ORD,North America,Chicago,67,0.00
43.203.197.217,8080,0,false,ORD,North America,Chicago,67,0.00
3.36.97.27,2052,0,false,ORD,North America,Chicago,67,0.00
65.0.27.58,2086,0,false,ORD,North America,Chicago,67,0.00
13.115.180.236,443,0,false,ORD,North America,Chicago,67,0.00
3.36.119.159,2052,0,false,ORD,North America,Chicago,67,0.00
13.231.116.14,80,0,false,ORD,North America,Chicago,67,0.00
52.79.248.0,2082,0,false,ORD,North America,Chicago,67,0.00
13.125.98.173,80,0,false,ORD,North America,Chicago,67,0.00
43.206.156.142,443,0,false,ORD,North America,Chicago,67,0.00
18.179.19.166,2087,0,false,ORD,North America,Chicago,67,0.00
43.203.125.224,2053,0,false,ORD,North America,Chicago,67,0.00
43.206.110.4,2095,0,false,ORD,North America,Chicago,67,0.00
18.181.186.154,2053,0,false,ORD,North America,Chicago,67,0.00
18.183.119.206,2082,0,false,ORD,North America,Chicago,67,0.00
18.181.244.35,8443,0,false,ORD,North America,Chicago,67,0.00
13.114.5.142,2082,0,false,ORD,North America,Chicago,67,0.00
43.203.182.199,8880,0,false,ORD,North America,Chicago,67,0.00
35.78.97.230,2095,0,false,ORD,North America,Chicago,67,0.00
54.249.208.166,2086,0,false,ORD,North America,Chicago,67,0.00
18.181.244.35,2083,0,false,ORD,North America,Chicago,67,0.00
3.36.97.27,2087,0,false,ORD,North America,Chicago,67,0.00
18.181.186.154,2052,0,false,ORD,North America,Chicago,67,0.00
15.168.61.243,8443,0,false,ORD,North America,Chicago,67,0.00
52.198.179.148,2052,0,false,ORD,North America,Chicago,67,0.00
13.114.33.101,2052,0,false,ORD,North America,Chicago,67,0.00
52.195.188.169,2095,0,false,ORD,North America,Chicago,67,0.00
43.206.156.142,8880,0,false,ORD,North America,Chicago,67,0.00
15.168.9.223,2095,0,false,ORD,North America,Chicago,68,0.00
13.115.180.236,2053,0,false,ORD,North America,Chicago,68,0.00
13.231.202.30,2086,443,true,TPE,Asia Pacific,Taipei,68,0.00
13.114.33.101,2082,0,false,ORD,North America,Chicago,68,0.00
52.79.248.0,443,0,false,ORD,North America,Chicago,68,0.00
43.206.156.142,2053,0,false,ORD,North America,Chicago,68,0.00
15.152.45.153,80,0,false,ORD,North America,Chicago,68,0.00
18.183.119.206,2096,0,false,ORD,North America,Chicago,68,0.00
13.208.242.161,80,0,false,ORD,North America,Chicago,68,0.00
3.39.235.191,2053,0,false,ORD,North America,Chicago,68,0.00
52.195.188.169,2052,0,false,ORD,North America,Chicago,68,0.00
3.115.24.137,2053,0,false,ORD,North America,Chicago,68,0.00
13.114.5.142,80,0,false,ORD,North America,Chicago,68,0.00
13.114.33.101,2087,0,false,ORD,North America,Chicago,68,0.00
13.124.214.202,2087,0,false,ORD,North America,Chicago,68,0.00
18.181.244.35,2096,0,false,ORD,North America,Chicago,68,0.00
18.183.119.206,2053,0,false,ORD,North America,Chicago,68,0.00
13.114.5.142,2083,0,false,ORD,North America,Chicago,68,0.00
54.199.135.150,80,0,false,ORD,North America,Chicago,68,0.00
18.183.253.20,2095,0,false,ORD,North America,Chicago,68,0.00
3.115.24.137,8880,0,false,ORD,North America,Chicago,68,0.00
13.114.5.142,8880,0,false,ORD,North America,Chicago,68,0.00
13.208.245.167,2083,0,false,ORD,North America,Chicago,68,0.00
54.64.207.194,2083,0,false,ORD,North America,Chicago,68,0.00
13.115.180.236,2082,0,false,ORD,North America,Chicago,68,0.00
18.181.84.244,2082,0,false,ORD,North America,Chicago,68,0.00
13.231.116.14,2053,0,false,ORD,North America,Chicago,68,0.00
18.181.186.154,2096,0,false,ORD,North America,Chicago,68,0.00
18.181.186.154,2095,0,false,ORD,North America,Chicago,68,0.00
54.64.207.194,2053,0,false,ORD,North America,Chicago,68,0.00
54.199.135.150,2096,0,false,ORD,North America,Chicago,68,0.00
52.195.188.169,2096,0,false,ORD,North America,Chicago,68,0.00
13.230.201.238,2053,0,false,ORD,North America,Chicago,68,0.00
13.231.157.41,2095,0,false,ORD,North America,Chicago,68,0.00
54.249.208.166,2087,0,false,ORD,North America,Chicago,68,0.00
3.115.24.137,443,0,false,ORD,North America,Chicago,68,0.00
13.231.90.156,80,0,false,ORD,North America,Chicago,68,0.00
54.249.208.166,2052,0,false,ORD,North America,Chicago,68,0.00
54.249.208.166,8080,0,false,ORD,North America,Chicago,68,0.00
3.115.24.137,2095,0,false,ORD,North America,Chicago,68,0.00
18.183.253.20,80,0,false,ORD,North America,Chicago,68,0.00
13.115.180.236,8880,0,false,ORD,North America,Chicago,68,0.00
18.181.186.154,80,0,false,ORD,North America,Chicago,68,0.00
18.183.253.20,2096,0,false,ORD,North America,Chicago,68,0.00
18.181.186.154,8080,0,false,ORD,North America,Chicago,68,0.00
13.114.33.101,2086,0,false,ORD,North America,Chicago,68,0.00
54.249.208.166,2053,0,false,ORD,North America,Chicago,68,0.00
18.181.186.154,8880,0,false,ORD,North America,Chicago,68,0.00
43.206.110.4,2083,0,false,ORD,North America,Chicago,68,0.00
3.115.24.137,8443,0,false,ORD,North America,Chicago,68,0.00
18.183.119.206,443,0,false,ORD,North America,Chicago,68,0.00
54.249.208.166,2096,0,false,ORD,North America,Chicago,68,0.00
13.208.174.173,2083,0,false,ORD,North America,Chicago,69,0.00
18.183.253.20,8080,0,false,ORD,North America,Chicago,69,0.00
54.249.208.166,8880,0,false,ORD,North America,Chicago,69,0.00
3.115.24.137,2082,0,false,ORD,North America,Chicago,69,0.00
13.231.116.14,8443,0,false,ORD,North America,Chicago,69,0.00
43.201.108.30,2053,0,false,ORD,North America,Chicago,69,0.00
13.114.5.142,2095,0,false,ORD,North America,Chicago,69,0.00
54.249.208.166,80,0,false,ORD,North America,Chicago,69,0.00
54.64.207.194,2087,0,false,ORD,North America,Chicago,69,0.00
3.115.24.137,2087,0,false,ORD,North America,Chicago,69,0.00
18.181.244.35,2053,0,false,ORD,North America,Chicago,69,0.00
35.78.109.235,443,0,false,ORD,North America,Chicago,69,0.00
13.114.33.101,8443,0,false,ORD,North America,Chicago,69,0.00
13.114.33.101,8080,0,false,ORD,North America,Chicago,69,0.00
54.249.208.166,2083,0,false,ORD,North America,Chicago,69,0.00
13.115.180.236,2087,0,false,ORD,North America,Chicago,69,0.00
18.183.253.20,2052,0,false,ORD,North America,Chicago,69,0.00
18.181.186.154,2082,0,false,ORD,North America,Chicago,69,0.00
35.78.97.230,2083,0,false,ORD,North America,Chicago,69,0.00
13.231.90.156,2083,0,false,ORD,North America,Chicago,69,0.00
18.181.84.244,8880,0,false,ORD,North America,Chicago,69,0.00
18.181.186.154,2083,0,false,ORD,North America,Chicago,69,0.00
18.179.19.166,8880,0,false,ORD,North America,Chicago,69,0.00
13.114.33.101,80,0,false,ORD,North America,Chicago,69,0.00
3.36.119.159,8880,0,false,ORD,North America,Chicago,69,0.00
18.179.19.166,443,0,false,ORD,North America,Chicago,69,0.00
18.183.119.206,2086,0,false,ORD,North America,Chicago,69,0.00
13.230.160.81,2096,0,false,ORD,North America,Chicago,69,0.00
43.206.110.4,2087,0,false,ORD,North America,Chicago,69,0.00
35.78.182.140,443,0,false,ORD,North America,Chicago,69,0.00
13.114.33.101,443,0,false,ORD,North America,Chicago,69,0.00
35.78.109.235,8443,0,false,ORD,North America,Chicago,69,0.00
54.249.208.166,2095,0,false,ORD,North America,Chicago,69,0.00
54.64.207.194,8880,0,false,ORD,North America,Chicago,69,0.00
35.78.83.0,2096,0,false,ORD,North America,Chicago,69,0.00
54.64.207.194,80,0,false,ORD,North America,Chicago,69,0.00
52.198.179.148,2086,0,false,ORD,North America,Chicago,69,0.00
13.114.5.142,2095,0,false,ORD,North America,Chicago,69,0.00
54.64.207.194,2095,0,false,ORD,North America,Chicago,69,0.00
43.207.43.69,2052,0,false,ORD,North America,Chicago,69,0.00
54.249.208.166,2082,0,false,ORD,North America,Chicago,69,0.00
18.181.244.35,2087,0,false,ORD,North America,Chicago,69,0.00
54.64.207.194,8080,0,false,ORD,North America,Chicago,69,0.00
43.206.110.4,443,0,false,ORD,North America,Chicago,69,0.00
54.249.208.166,443,0,false,ORD,North America,Chicago,69,0.00
18.183.253.20,2086,0,false,ORD,North America,Chicago,69,0.00
43.207.43.69,443,0,false,ORD,North America,Chicago,69,0.00
13.114.5.142,80,0,false,ORD,North America,Chicago,69,0.00
13.114.5.142,2083,0,false,ORD,North America,Chicago,69,0.00
3.36.97.28,2082,0,false,ORD,North America,Chicago,69,0.00
13.208.169.119,443,0,false,ORD,North America,Chicago,69,0.00
54.199.135.150,8880,0,false,ORD,North America,Chicago,69,0.00
54.199.135.150,2083,0,false,ORD,North America,Chicago,69,0.00
43.207.200.148,2053,0,false,ORD,North America,Chicago,69,0.00
54.199.135.150,2052,0,false,ORD,North America,Chicago,69,0.00
18.183.253.20,8443,0,false,ORD,North America,Chicago,69,0.00
35.79.225.235,2086,0,false,ORD,North America,Chicago,69,0.00
18.181.84.244,8080,0,false,ORD,North America,Chicago,69,0.00
13.114.33.101,2053,0,false,ORD,North America,Chicago,69,0.00
54.64.207.194,2096,0,false,ORD,North America,Chicago,69,0.00
54.180.137.170,2052,0,false,ORD,North America,Chicago,69,0.00
43.203.125.224,8443,0,false,ORD,North America,Chicago,69,0.00
3.115.24.137,2096,0,false,ORD,North America,Chicago,69,0.00
13.231.116.14,2083,0,false,ORD,North America,Chicago,69,0.00
13.230.160.81,2083,0,false,ORD,North America,Chicago,69,0.00
52.195.188.169,2086,0,false,ORD,North America,Chicago,69,0.00
13.230.201.238,2052,0,false,ORD,North America,Chicago,69,0.00
3.36.100.197,2053,0,false,ORD,North America,Chicago,69,0.00
43.206.156.142,80,0,false,ORD,North America,Chicago,69,0.00
54.180.137.170,8880,0,false,ORD,North America,Chicago,69,0.00
18.181.244.35,2086,0,false,ORD,North America,Chicago,69,0.00
13.124.214.202,2083,0,false,ORD,North America,Chicago,69,0.00
18.183.119.206,80,0,false,ORD,North America,Chicago,69,0.00
43.203.125.224,80,0,false,ORD,North America,Chicago,69,0.00
54.199.135.150,443,0,false,ORD,North America,Chicago,69,0.00
3.115.24.137,2086,0,false,ORD,North America,Chicago,69,0.00
18.181.244.35,80,0,false,ORD,North America,Chicago,69,0.00
13.114.5.142,2087,0,false,ORD,North America,Chicago,69,0.00
52.198.179.148,80,0,false,ORD,North America,Chicago,69,0.00
54.180.137.170,2082,0,false,ORD,North America,Chicago,69,0.00
43.203.125.224,2083,0,false,ORD,North America,Chicago,69,0.00
3.35.13.239,2083,0,false,ORD,North America,Chicago,69,0.00
54.199.135.150,2087,0,false,ORD,North America,Chicago,69,0.00
3.115.24.137,2083,0,false,ORD,North America,Chicago,69,0.00
43.206.156.142,2086,0,false,ORD,North America,Chicago,69,0.00
3.115.24.137,8080,0,false,ORD,North America,Chicago,69,0.00
43.207.177.83,443,0,false,ORD,North America,Chicago,69,0.00
13.209.16.60,2095,0,false,ORD,North America,Chicago,69,0.00
54.64.207.194,2086,0,false,ORD,North America,Chicago,69,0.00
54.180.137.170,2096,0,false,ORD,North America,Chicago,69,0.00
3.34.50.70,443,0,false,ORD,North America,Chicago,69,0.00
18.183.119.206,8443,0,false,ORD,North America,Chicago,69,0.00
54.64.207.194,2082,0,false,ORD,North America,Chicago,69,0.00
13.231.90.156,2087,0,false,ORD,North America,Chicago,69,0.00
54.180.137.170,8443,0,false,ORD,North America,Chicago,69,0.00
13.114.33.101,443,0,false,ORD,North America,Chicago,69,0.00
54.199.135.150,8443,0,false,ORD,North America,Chicago,69,0.00
52.79.48.6,2096,0,false,ORD,North America,Chicago,69,0.00
35.78.182.140,2096,0,false,ORD,North America,Chicago,69,0.00
18.183.253.20,2053,0,false,ORD,North America,Chicago,69,0.00
13.125.199.5,80,0,false,ICN,Asia Pacific,Seoul,69,0.00
54.199.135.150,2086,0,false,ORD,North America,Chicago,69,0.00
35.79.225.235,80,0,false,ORD,North America,Chicago,69,0.00
3.35.170.113,2086,0,false,ORD,North America,Chicago,69,0.00
3.36.119.159,2082,0,false,ORD,North America,Chicago,70,0.00
13.114.33.101,2053,0,false,ORD,North America,Chicago,70,0.00
35.78.109.235,80,0,false,ORD,North America,Chicago,70,0.00
3.36.97.27,8443,0,false,ORD,North America,Chicago,70,0.00
18.183.253.20,2087,0,false,ORD,North America,Chicago,70,0.00
43.206.156.142,2095,0,false,ORD,North America,Chicago,70,0.00
13.114.5.142,2087,0,false,ORD,North America,Chicago,70,0.00
18.181.186.154,443,0,false,ORD,North America,Chicago,70,0.00
13.230.201.238,8443,0,false,ORD,North America,Chicago,70,0.00
18.181.244.35,2082,0,false,ORD,North America,Chicago,70,0.00
13.124.214.202,2086,0,false,ORD,North America,Chicago,70,0.00
13.115.180.236,2086,0,false,ORD,North America,Chicago,70,0.00
54.64.207.194,443,0,false,ORD,North America,Chicago,70,0.00
54.64.207.194,8443,0,false,ORD,North America,Chicago,70,0.00
3.36.91.43,2095,0,false,ORD,North America,Chicago,70,0.00
43.201.254.71,2096,0,false,ORD,North America,Chicago,70,0.00
43.203.125.224,2096,0,false,ORD,North America,Chicago,70,0.00
18.183.253.20,443,0,false,ORD,North America,Chicago,70,0.00
54.180.137.170,2095,0,false,ORD,North America,Chicago,70,0.00
13.230.160.81,2087,0,false,ORD,North America,Chicago,70,0.00
18.183.119.206,2095,0,false,ORD,North America,Chicago,70,0.00
13.114.33.101,2087,0,false,ORD,North America,Chicago,70,0.00
3.34.50.70,2053,0,false,ORD,North America,Chicago,70,0.00
3.36.119.159,2053,0,false,ORD,North America,Chicago,70,0.00
18.183.119.206,8880,0,false,ORD,North America,Chicago,70,0.00
52.79.48.6,2052,0,false,ORD,North America,Chicago,70,0.00
13.114.33.101,2096,0,false,ORD,North America,Chicago,70,0.00
43.206.156.142,2082,0,false,ORD,North America,Chicago,70,0.00
54.64.207.194,2052,0,false,ORD,North America,Chicago,70,0.00
13.114.33.101,2052,0,false,ORD,North America,Chicago,70,0.00
54.199.135.150,2095,0,false,ORD,North America,Chicago,70,0.00
18.183.253.20,8880,0,false,ORD,North America,Chicago,70,0.00
13.124.121.15,443,0,false,ORD,North America,Chicago,70,0.00
54.199.135.150,2082,0,false,ORD,North America,Chicago,70,0.00
54.249.208.166,8443,0,false,ORD,North America,Chicago,70,0.00
13.115.180.236,8080,0,false,ORD,North America,Chicago,70,0.00
43.201.251.34,2082,0,false,ORD,North America,Chicago,70,0.00
43.207.177.83,2095,0,false,ORD,North America,Chicago,70,0.00
43.203.182.199,80,0,false,ORD,North America,Chicago,70,0.00
18.183.119.206,2052,0,false,ORD,North America,Chicago,70,0.00
13.231.157.41,2082,0,false,ORD,North America,Chicago,70,0.00
13.230.201.238,2096,0,false,ORD,North America,Chicago,70,0.00
18.181.244.35,2095,0,false,ORD,North America,Chicago,70,0.00
13.124.121.15,2082,0,false,ORD,North America,Chicago,70,0.00
18.181.244.35,8880,0,false,ORD,North America,Chicago,70,0.00
13.209.16.60,2086,0,false,ORD,North America,Chicago,70,0.00
43.206.110.4,2086,0,false,ORD,North America,Chicago,70,0.00
18.183.253.20,2082,0,false,ORD,North America,Chicago,70,0.00
13.124.121.15,8443,0,false,ORD,North America,Chicago,70,0.00
13.124.121.15,80,0,false,ORD,North America,Chicago,70,0.00
3.35.51.228,2052,0,false,ORD,North America,Chicago,70,0.00
43.201.108.30,80,0,false,ORD,North America,Chicago,70,0.00
3.35.13.239,2086,0,false,ORD,North America,Chicago,70,0.00
3.36.119.159,8080,0,false,ORD,North America,Chicago,70,0.00
13.231.157.41,2052,0,false,ORD,North America,Chicago,70,0.00
18.183.253.20,2083,0,false,ORD,North America,Chicago,70,0.00
43.203.211.207,2083,0,false,ORD,North America,Chicago,70,0.00
43.201.251.34,2053,0,false,ORD,North America,Chicago,70,0.00
13.114.5.142,8080,0,false,ORD,North America,Chicago,70,0.00
3.39.235.191,8443,0,false,ORD,North America,Chicago,70,0.00
43.206.110.4,8880,0,false,ORD,North America,Chicago,70,0.00
3.39.235.191,2087,0,false,ORD,North America,Chicago,70,0.00
52.198.179.148,443,0,false,ORD,North America,Chicago,70,0.00
18.179.19.166,2053,0,false,ORD,North America,Chicago,70,0.00
3.39.235.191,2096,0,false,ORD,North America,Chicago,70,0.00
3.36.97.28,2052,0,false,ORD,North America,Chicago,70,0.00
13.114.5.142,2053,0,false,ORD,North America,Chicago,70,0.00
18.181.244.35,2052,0,false,ORD,North America,Chicago,70,0.00
52.195.188.169,2087,0,false,ORD,North America,Chicago,70,0.00
3.39.235.191,2083,0,false,ORD,North America,Chicago,70,0.00
43.201.254.71,2083,0,false,ORD,North America,Chicago,70,0.00
43.201.254.71,2087,0,false,ORD,North America,Chicago,70,0.00
43.201.251.34,2096,0,false,ORD,North America,Chicago,70,0.00
3.35.13.239,2053,0,false,ORD,North America,Chicago,70,0.00
18.181.244.35,8080,0,false,ORD,North America,Chicago,70,0.00
13.115.180.236,2083,0,false,ORD,North America,Chicago,70,0.00
43.203.125.224,443,0,false,ORD,North America,Chicago,70,0.00
52.195.188.169,2083,0,false,ORD,North America,Chicago,70,0.00
43.201.108.30,8443,0,false,ORD,North America,Chicago,70,0.00
13.114.33.101,2095,0,false,ORD,North America,Chicago,70,0.00
18.183.119.206,2087,0,false,ORD,North America,Chicago,70,0.00
13.114.5.142,2082,0,false,ORD,North America,Chicago,70,0.00
35.78.182.140,8880,0,false,ORD,North America,Chicago,70,0.00
13.114.5.142,8443,0,false,ORD,North America,Chicago,70,0.00
3.36.119.159,2096,0,false,ORD,North America,Chicago,70,0.00
18.183.119.206,8080,0,false,ORD,North America,Chicago,70,0.00
3.115.24.137,80,0,false,ORD,North America,Chicago,70,0.00
52.198.179.148,2095,0,false,ORD,North America,Chicago,70,0.00
35.78.182.140,8080,0,false,ORD,North America,Chicago,70,0.00
13.124.121.15,2086,0,false,ORD,North America,Chicago,70,0.00
43.207.43.69,80,0,false,ORD,North America,Chicago,70,0.00
43.203.182.199,2095,0,false,ORD,North America,Chicago,70,0.00
43.203.182.199,2096,0,false,ORD,North America,Chicago,70,0.00
43.203.182.199,2083,0,false,ORD,North America,Chicago,70,0.00
3.36.97.28,80,0,false,ORD,North America,Chicago,70,0.00
13.124.183.146,443,0,false,ORD,North America,Chicago,70,0.00
13.124.83.239,8443,0,false,ORD,North America,Chicago,70,0.00
52.79.248.0,2083,0,false,ORD,North America,Chicago,70,0.00
13.114.5.142,443,0,false,ORD,North America,Chicago,70,0.00
35.78.97.230,2052,0,false,ORD,North America,Chicago,70,0.00
13.114.5.142,2096,0,false,ORD,North America,Chicago,70,0.00
3.39.235.191,8080,0,false,ORD,North America,Chicago,70,0.00
13.124.32.1,2087,0,false,ORD,North America,Chicago,70,0.00
18.183.119.206,2083,0,false,ORD,North America,Chicago,70,0.00
13.124.214.202,2095,0,false,ORD,North America,Chicago,70,0.00
52.79.48.6,2053,0,false,ORD,North America,Chicago,70,0.00
18.181.244.35,443,0,false,ORD,North America,Chicago,70,0.00
3.115.24.137,2052,0,false,ORD,North America,Chicago,70,0.00
54.199.135.150,2053,0,false,ORD,North America,Chicago,70,0.00
13.114.33.101,2095,0,false,ORD,North America,Chicago,70,0.00
43.207.177.83,2052,0,false,ORD,North America,Chicago,70,0.00
52.195.188.169,80,0,false,ORD,North America,Chicago,70,0.00
43.201.108.30,2082,0,false,ORD,North America,Chicago,70,0.00
13.209.16.60,8443,0,false,ORD,North America,Chicago,70,0.00
13.114.33.101,2082,0,false,ORD,North America,Chicago,70,0.00
18.181.186.154,8443,0,false,ORD,North America,Chicago,71,0.00
3.36.100.197,2096,0,false,ORD,North America,Chicago,71,0.00
52.79.48.6,2095,0,false,ORD,North America,Chicago,71,0.00
52.78.107.30,2087,0,false,ORD,North America,Chicago,71,0.00
52.195.188.169,8880,0,false,ORD,North America,Chicago,71,0.00
35.79.225.235,2082,0,false,ORD,North America,Chicago,71,0.00
35.78.182.140,2086,0,false,ORD,North America,Chicago,71,0.00
52.79.248.0,80,0,false,ORD,North America,Chicago,71,0.00
18.181.186.154,2086,0,false,ORD,North America,Chicago,71,0.00
13.114.5.142,8080,0,false,ORD,North America,Chicago,71,0.00
3.39.235.191,443,0,false,ORD,North America,Chicago,71,0.00
3.36.91.43,8080,0,false,ORD,North America,Chicago,71,0.00
52.195.188.169,443,0,false,ORD,North America,Chicago,71,0.00
35.79.225.235,2052,0,false,ORD,North America,Chicago,71,0.00
35.78.182.140,2083,0,false,ORD,North America,Chicago,71,0.00
52.195.188.169,2053,0,false,ORD,North America,Chicago,71,0.00
18.179.19.166,8080,0,false,ORD,North America,Chicago,71,0.00
43.207.177.83,2053,0,false,ORD,North America,Chicago,71,0.00
13.114.5.142,2096,0,false,ORD,North America,Chicago,71,0.00
